State,County,Method of production,County_fips,County_full,State_ac,concatenated
Tennessee,Moore,Conventional,47127,Moore County,TN,"Moore County, TN"
Tennessee,Van Buren,Conventional,47175,Van Buren County,TN,"Van Buren County, TN"
Tennessee,Pickett,Conventional,47137,Pickett County,TN,"Pickett County, TN"
Virginia,Fairfax,Conventional,51059,Fairfax County,VA,"Fairfax County, VA"
Virginia,Prince William,Conventional,51153,Prince William County,VA,"Prince William County, VA"
Virginia,#N/A,Conventional,51810,Virginia Beach City,VA,"Virginia Beach City, VA"
Virginia,Loudoun,Conventional,51107,Loudoun County,VA,"Loudoun County, VA"
Virginia,Chesterfield,Conventional,51041,Chesterfield County,VA,"Chesterfield County, VA"
Virginia,Henrico,Conventional,51087,Henrico County,VA,"Henrico County, VA"
Virginia,#N/A,Conventional,51550,Chesapeake City,VA,"Chesapeake City, VA"
Virginia,#N/A,Conventional,51760,Richmond City,VA,"Richmond City, VA"
Virginia,Stafford,Conventional,51179,Stafford County,VA,"Stafford County, VA"
Virginia,Spotsylvania,Conventional,51177,Spotsylvania County,VA,"Spotsylvania County, VA"
Virginia,Albemarle,Conventional,51003,Albemarle County,VA,"Albemarle County, VA"
Virginia,Hanover,Conventional,51085,Hanover County,VA,"Hanover County, VA"
Virginia,Montgomery,Conventional,51121,Montgomery County,VA,"Montgomery County, VA"
Virginia,#N/A,Conventional,51770,Roanoke City,VA,"Roanoke City, VA"
Virginia,#N/A,Conventional,51800,Suffolk City,VA,"Suffolk City, VA"
Virginia,Frederick,Conventional,51069,Frederick County,VA,"Frederick County, VA"
Virginia,Rockingham,Conventional,51165,Rockingham County,VA,"Rockingham County, VA"
Virginia,Bedford,Conventional,51019,Bedford County,VA,"Bedford County, VA"
Virginia,James City,Conventional,51095,James City County,VA,"James City County, VA"
Virginia,Augusta,Conventional,51015,Augusta County,VA,"Augusta County, VA"
Virginia,Fauquier,Conventional,51061,Fauquier County,VA,"Fauquier County, VA"
Virginia,York,Conventional,51199,York County,VA,"York County, VA"
Virginia,Pittsylvania,Conventional,51143,Pittsylvania County,VA,"Pittsylvania County, VA"
Virginia,Campbell,Conventional,51031,Campbell County,VA,"Campbell County, VA"
Virginia,Franklin,Conventional,51067,Franklin County,VA,"Franklin County, VA"
Virginia,Washington,Conventional,51191,Washington County,VA,"Washington County, VA"
Virginia,Culpeper,Conventional,51047,Culpeper County,VA,"Culpeper County, VA"
Virginia,Henry,Conventional,51089,Henry County,VA,"Henry County, VA"
Virginia,Shenandoah,Conventional,51171,Shenandoah County,VA,"Shenandoah County, VA"
Virginia,Prince George,Conventional,51149,Prince George County,VA,"Prince George County, VA"
Virginia,Warren,Conventional,51187,Warren County,VA,"Warren County, VA"
Virginia,Tazewell,Conventional,51185,Tazewell County,VA,"Tazewell County, VA"
Virginia,Isle of Wight,Conventional,51093,Isle of Wight County,VA,"Isle of Wight County, VA"
Virginia,Gloucester,Conventional,51073,Gloucester County,VA,"Gloucester County, VA"
Virginia,Louisa,Conventional,51109,Louisa County,VA,"Louisa County, VA"
Virginia,Orange,Conventional,51137,Orange County,VA,"Orange County, VA"
Virginia,Wise,Conventional,51195,Wise County,VA,"Wise County, VA"
Virginia,Halifax,Conventional,51083,Halifax County,VA,"Halifax County, VA"
Virginia,Pulaski,Conventional,51155,Pulaski County,VA,"Pulaski County, VA"
Virginia,Botetourt,Conventional,51023,Botetourt County,VA,"Botetourt County, VA"
Virginia,Accomack,Conventional,51001,Accomack County,VA,"Accomack County, VA"
Virginia,Amherst,Conventional,51009,Amherst County,VA,"Amherst County, VA"
Virginia,Caroline,Conventional,51033,Caroline County,VA,"Caroline County, VA"
Virginia,Powhatan,Conventional,51145,Powhatan County,VA,"Powhatan County, VA"
Virginia,Mecklenburg,Conventional,51117,Mecklenburg County,VA,"Mecklenburg County, VA"
Virginia,Smyth,Conventional,51173,Smyth County,VA,"Smyth County, VA"
Virginia,Carroll,Conventional,51035,Carroll County,VA,"Carroll County, VA"
Virginia,Wythe,Conventional,51197,Wythe County,VA,"Wythe County, VA"
Virginia,Dinwiddie,Conventional,51053,Dinwiddie County,VA,"Dinwiddie County, VA"
Virginia,Fluvanna,Conventional,51065,Fluvanna County,VA,"Fluvanna County, VA"
Virginia,King George,Conventional,51099,King George County,VA,"King George County, VA"
Virginia,Russell,Conventional,51167,Russell County,VA,"Russell County, VA"
Virginia,Goochland,Conventional,51075,Goochland County,VA,"Goochland County, VA"
Virginia,Page,Conventional,51139,Page County,VA,"Page County, VA"
Virginia,New Kent,Conventional,51127,New Kent County,VA,"New Kent County, VA"
Virginia,Rockbridge,Conventional,51163,Rockbridge County,VA,"Rockbridge County, VA"
Virginia,Lee,Conventional,51105,Lee County,VA,"Lee County, VA"
Virginia,Prince Edward,Conventional,51147,Prince Edward County,VA,"Prince Edward County, VA"
Virginia,Scott,Conventional,51169,Scott County,VA,"Scott County, VA"
Virginia,Greene,Conventional,51079,Greene County,VA,"Greene County, VA"
Virginia,Buchanan,Conventional,51027,Buchanan County,VA,"Buchanan County, VA"
Virginia,Westmoreland,Conventional,51193,Westmoreland County,VA,"Westmoreland County, VA"
Virginia,Southampton,Conventional,51175,Southampton County,VA,"Southampton County, VA"
Virginia,King William,Conventional,51101,King William County,VA,"King William County, VA"
Virginia,Patrick,Conventional,51141,Patrick County,VA,"Patrick County, VA"
Virginia,Buckingham,Conventional,51029,Buckingham County,VA,"Buckingham County, VA"
Virginia,Giles,Conventional,51071,Giles County,VA,"Giles County, VA"
Virginia,Appomattox,Conventional,51011,Appomattox County,VA,"Appomattox County, VA"
Virginia,Brunswick,Conventional,51025,Brunswick County,VA,"Brunswick County, VA"
Virginia,Nottoway,Conventional,51135,Nottoway County,VA,"Nottoway County, VA"
Virginia,Floyd,Conventional,51063,Floyd County,VA,"Floyd County, VA"
Virginia,Grayson,Conventional,51077,Grayson County,VA,"Grayson County, VA"
Virginia,Alleghany,Conventional,51005,Alleghany County,VA,"Alleghany County, VA"
Virginia,Clarke,Conventional,51043,Clarke County,VA,"Clarke County, VA"
Virginia,Nelson,Conventional,51125,Nelson County,VA,"Nelson County, VA"
Virginia,Madison,Conventional,51113,Madison County,VA,"Madison County, VA"
Virginia,Amelia,Conventional,51007,Amelia County,VA,"Amelia County, VA"
Virginia,Northampton,Conventional,51131,Northampton County,VA,"Northampton County, VA"
Virginia,Northumberland,Conventional,51133,Northumberland County,VA,"Northumberland County, VA"
Virginia,Lunenburg,Conventional,51111,Lunenburg County,VA,"Lunenburg County, VA"
Virginia,Charlotte,Conventional,51037,Charlotte County,VA,"Charlotte County, VA"
Virginia,Greensville,Conventional,51081,Greensville County,VA,"Greensville County, VA"
Virginia,Lancaster,Conventional,51103,Lancaster County,VA,"Lancaster County, VA"
Virginia,Sussex,Conventional,51183,Sussex County,VA,"Sussex County, VA"
Virginia,Middlesex,Conventional,51119,Middlesex County,VA,"Middlesex County, VA"
Virginia,Essex,Conventional,51057,Essex County,VA,"Essex County, VA"
Virginia,Cumberland,Conventional,51049,Cumberland County,VA,"Cumberland County, VA"
Virginia,Rappahannock,Conventional,51157,Rappahannock County,VA,"Rappahannock County, VA"
Virginia,Charles City,Conventional,51036,Charles City County,VA,"Charles City County, VA"
Virginia,King and Queen,Conventional,51097,King and Queen County,VA,"King and Queen County, VA"
Virginia,Surry,Conventional,51181,Surry County,VA,"Surry County, VA"
Virginia,Bland,Conventional,51021,Bland County,VA,"Bland County, VA"
Virginia,Craig,Conventional,51045,Craig County,VA,"Craig County, VA"
Virginia,Bath,Conventional,51017,Bath County,VA,"Bath County, VA"
Virginia,Highland,Conventional,51091,Highland County,VA,"Highland County, VA"
Arizona,Maricopa,Organic,4013,Maricopa County,AZ,"Maricopa County, AZ"
Arizona,Pima,Organic,4019,Pima County,AZ,"Pima County, AZ"
Arizona,Pinal,Organic,4021,Pinal County,AZ,"Pinal County, AZ"
Arizona,Yavapai,Organic,4025,Yavapai County,AZ,"Yavapai County, AZ"
Arizona,Mohave,Organic,4015,Mohave County,AZ,"Mohave County, AZ"
Arizona,Yuma,Organic,4027,Yuma County,AZ,"Yuma County, AZ"
Arizona,Coconino,Organic,4005,Coconino County,AZ,"Coconino County, AZ"
Arizona,Cochise,Organic,4003,Cochise County,AZ,"Cochise County, AZ"
Arizona,Navajo,Organic,4017,Navajo County,AZ,"Navajo County, AZ"
Arizona,Apache,Organic,4001,Apache County,AZ,"Apache County, AZ"
Arizona,Gila,Organic,4007,Gila County,AZ,"Gila County, AZ"
Arizona,Santa Cruz,Organic,4023,Santa Cruz County,AZ,"Santa Cruz County, AZ"
Arizona,Graham,Organic,4009,Graham County,AZ,"Graham County, AZ"
Arizona,Greenlee,Organic,4011,Greenlee County,AZ,"Greenlee County, AZ"
Arkansas,Pulaski,Organic,5119,Pulaski County,AR,"Pulaski County, AR"
Arkansas,Benton,Organic,5007,Benton County,AR,"Benton County, AR"
Arkansas,Washington,Organic,5143,Washington County,AR,"Washington County, AR"
Arkansas,Sebastian,Organic,5131,Sebastian County,AR,"Sebastian County, AR"
Arkansas,Faulkner,Organic,5045,Faulkner County,AR,"Faulkner County, AR"
Arkansas,Saline,Organic,5125,Saline County,AR,"Saline County, AR"
Arkansas,Craighead,Organic,5031,Craighead County,AR,"Craighead County, AR"
Arkansas,Garland,Organic,5051,Garland County,AR,"Garland County, AR"
Arkansas,White,Organic,5145,White County,AR,"White County, AR"
Arkansas,Lonoke,Organic,5085,Lonoke County,AR,"Lonoke County, AR"
Arkansas,Jefferson,Organic,5069,Jefferson County,AR,"Jefferson County, AR"
Arkansas,Pope,Organic,5115,Pope County,AR,"Pope County, AR"
Arkansas,Crawford,Organic,5033,Crawford County,AR,"Crawford County, AR"
Arkansas,Crittenden,Organic,5035,Crittenden County,AR,"Crittenden County, AR"
Arkansas,Greene,Organic,5055,Greene County,AR,"Greene County, AR"
Arkansas,Miller,Organic,5091,Miller County,AR,"Miller County, AR"
Arkansas,Baxter,Organic,5005,Baxter County,AR,"Baxter County, AR"
Arkansas,Union,Organic,5139,Union County,AR,"Union County, AR"
Arkansas,Independence,Organic,5063,Independence County,AR,"Independence County, AR"
Arkansas,Boone,Organic,5009,Boone County,AR,"Boone County, AR"
Arkansas,Hot Spring,Organic,5059,Hot Spring County,AR,"Hot Spring County, AR"
Arkansas,Carroll,Organic,5015,Carroll County,AR,"Carroll County, AR"
Arkansas,Johnson,Organic,5071,Johnson County,AR,"Johnson County, AR"
Arkansas,Cleburne,Organic,5023,Cleburne County,AR,"Cleburne County, AR"
Arkansas,Columbia,Organic,5027,Columbia County,AR,"Columbia County, AR"
Arkansas,Ouachita,Organic,5103,Ouachita County,AR,"Ouachita County, AR"
Arkansas,Clark,Organic,5019,Clark County,AR,"Clark County, AR"
Arkansas,Logan,Organic,5083,Logan County,AR,"Logan County, AR"
Arkansas,Conway,Organic,5029,Conway County,AR,"Conway County, AR"
Arkansas,Yell,Organic,5149,Yell County,AR,"Yell County, AR"
Arkansas,Hempstead,Organic,5057,Hempstead County,AR,"Hempstead County, AR"
Arkansas,Polk,Organic,5113,Polk County,AR,"Polk County, AR"
Arkansas,Ashley,Organic,5003,Ashley County,AR,"Ashley County, AR"
Arkansas,Randolph,Organic,5121,Randolph County,AR,"Randolph County, AR"
Arkansas,Grant,Organic,5053,Grant County,AR,"Grant County, AR"
Arkansas,Sharp,Organic,5135,Sharp County,AR,"Sharp County, AR"
Arkansas,Drew,Organic,5043,Drew County,AR,"Drew County, AR"
Arkansas,Franklin,Organic,5047,Franklin County,AR,"Franklin County, AR"
Arkansas,Arkansas,Organic,5001,Arkansas County,AR,"Arkansas County, AR"
Arkansas,Marion,Organic,5089,Marion County,AR,"Marion County, AR"
Arkansas,Cross,Organic,5037,Cross County,AR,"Cross County, AR"
Arkansas,Jackson,Organic,5067,Jackson County,AR,"Jackson County, AR"
Arkansas,Madison,Organic,5087,Madison County,AR,"Madison County, AR"
Arkansas,Phillips,Organic,5107,Phillips County,AR,"Phillips County, AR"
Arkansas,Lawrence,Organic,5075,Lawrence County,AR,"Lawrence County, AR"
Arkansas,Sevier,Organic,5133,Sevier County,AR,"Sevier County, AR"
Arkansas,Van Buren,Organic,5141,Van Buren County,AR,"Van Buren County, AR"
Arkansas,Clay,Organic,5021,Clay County,AR,"Clay County, AR"
Arkansas,Izard,Organic,5065,Izard County,AR,"Izard County, AR"
Arkansas,Lincoln,Organic,5079,Lincoln County,AR,"Lincoln County, AR"
Arkansas,Howard,Organic,5061,Howard County,AR,"Howard County, AR"
Arkansas,Stone,Organic,5137,Stone County,AR,"Stone County, AR"
Arkansas,Fulton,Organic,5049,Fulton County,AR,"Fulton County, AR"
Arkansas,Little River,Organic,5081,Little River County,AR,"Little River County, AR"
Arkansas,Desha,Organic,5041,Desha County,AR,"Desha County, AR"
Arkansas,Bradley,Organic,5011,Bradley County,AR,"Bradley County, AR"
Arkansas,Pike,Organic,5109,Pike County,AR,"Pike County, AR"
Arkansas,Perry,Organic,5105,Perry County,AR,"Perry County, AR"
Arkansas,Scott,Organic,5127,Scott County,AR,"Scott County, AR"
Arkansas,Lee,Organic,5077,Lee County,AR,"Lee County, AR"
Arkansas,Montgomery,Organic,5097,Montgomery County,AR,"Montgomery County, AR"
Arkansas,Nevada,Organic,5099,Nevada County,AR,"Nevada County, AR"
Arkansas,Searcy,Organic,5129,Searcy County,AR,"Searcy County, AR"
Arkansas,Cleveland,Organic,5025,Cleveland County,AR,"Cleveland County, AR"
Arkansas,Newton,Organic,5101,Newton County,AR,"Newton County, AR"
Arkansas,Monroe,Organic,5095,Monroe County,AR,"Monroe County, AR"
Arkansas,Dallas,Organic,5039,Dallas County,AR,"Dallas County, AR"
Arkansas,Lafayette,Organic,5073,Lafayette County,AR,"Lafayette County, AR"
Arkansas,Woodruff,Organic,5147,Woodruff County,AR,"Woodruff County, AR"
Arkansas,Calhoun,Organic,5013,Calhoun County,AR,"Calhoun County, AR"
California,Los Angeles,Organic,6037,Los Angeles County,CA,"Los Angeles County, CA"
California,San Diego,Organic,6073,San Diego County,CA,"San Diego County, CA"
California,Orange,Organic,6059,Orange County,CA,"Orange County, CA"
California,Riverside,Organic,6065,Riverside County,CA,"Riverside County, CA"
California,San Bernardino,Organic,6071,San Bernardino County,CA,"San Bernardino County, CA"
California,Santa Clara,Organic,6085,Santa Clara County,CA,"Santa Clara County, CA"
California,Alameda,Organic,6001,Alameda County,CA,"Alameda County, CA"
California,Sacramento,Organic,6067,Sacramento County,CA,"Sacramento County, CA"
California,Contra Costa,Organic,6013,Contra Costa County,CA,"Contra Costa County, CA"
California,Fresno,Organic,6019,Fresno County,CA,"Fresno County, CA"
California,Kern,Organic,6029,Kern County,CA,"Kern County, CA"
California,Ventura,Organic,6111,Ventura County,CA,"Ventura County, CA"
California,San Joaquin,Organic,6077,San Joaquin County,CA,"San Joaquin County, CA"
California,San Mateo,Organic,6081,San Mateo County,CA,"San Mateo County, CA"
California,Stanislaus,Organic,6099,Stanislaus County,CA,"Stanislaus County, CA"
California,Sonoma,Organic,6097,Sonoma County,CA,"Sonoma County, CA"
California,Tulare,Organic,6107,Tulare County,CA,"Tulare County, CA"
California,Solano,Organic,6095,Solano County,CA,"Solano County, CA"
California,Santa Barbara,Organic,6083,Santa Barbara County,CA,"Santa Barbara County, CA"
California,Monterey,Organic,6053,Monterey County,CA,"Monterey County, CA"
California,Placer,Organic,6061,Placer County,CA,"Placer County, CA"
California,Merced,Organic,6047,Merced County,CA,"Merced County, CA"
California,San Luis Obispo,Organic,6079,San Luis Obispo County,CA,"San Luis Obispo County, CA"
California,Santa Cruz,Organic,6087,Santa Cruz County,CA,"Santa Cruz County, CA"
California,Marin,Organic,6041,Marin County,CA,"Marin County, CA"
California,Yolo,Organic,6113,Yolo County,CA,"Yolo County, CA"
California,Butte,Organic,6007,Butte County,CA,"Butte County, CA"
California,El Dorado,Organic,6017,El Dorado County,CA,"El Dorado County, CA"
California,Shasta,Organic,6089,Shasta County,CA,"Shasta County, CA"
California,Imperial,Organic,6025,Imperial County,CA,"Imperial County, CA"
California,Madera,Organic,6039,Madera County,CA,"Madera County, CA"
California,Kings,Organic,6031,Kings County,CA,"Kings County, CA"
California,Napa,Organic,6055,Napa County,CA,"Napa County, CA"
California,Humboldt,Organic,6023,Humboldt County,CA,"Humboldt County, CA"
California,Nevada,Organic,6057,Nevada County,CA,"Nevada County, CA"
California,Sutter,Organic,6101,Sutter County,CA,"Sutter County, CA"
California,Mendocino,Organic,6045,Mendocino County,CA,"Mendocino County, CA"
California,Yuba,Organic,6115,Yuba County,CA,"Yuba County, CA"
California,Lake,Organic,6033,Lake County,CA,"Lake County, CA"
California,Tehama,Organic,6103,Tehama County,CA,"Tehama County, CA"
California,San Benito,Organic,6069,San Benito County,CA,"San Benito County, CA"
California,Tuolumne,Organic,6109,Tuolumne County,CA,"Tuolumne County, CA"
California,Calaveras,Organic,6009,Calaveras County,CA,"Calaveras County, CA"
California,Siskiyou,Organic,6093,Siskiyou County,CA,"Siskiyou County, CA"
California,Amador,Organic,6005,Amador County,CA,"Amador County, CA"
California,Lassen,Organic,6035,Lassen County,CA,"Lassen County, CA"
California,Glenn,Organic,6021,Glenn County,CA,"Glenn County, CA"
California,Del Norte,Organic,6015,Del Norte County,CA,"Del Norte County, CA"
California,Colusa,Organic,6011,Colusa County,CA,"Colusa County, CA"
California,Plumas,Organic,6063,Plumas County,CA,"Plumas County, CA"
California,Inyo,Organic,6027,Inyo County,CA,"Inyo County, CA"
California,Mariposa,Organic,6043,Mariposa County,CA,"Mariposa County, CA"
California,Trinity,Organic,6105,Trinity County,CA,"Trinity County, CA"
California,Mono,Organic,6051,Mono County,CA,"Mono County, CA"
California,Modoc,Organic,6049,Modoc County,CA,"Modoc County, CA"
California,Sierra,Organic,6091,Sierra County,CA,"Sierra County, CA"
Colorado,El Paso,Organic,8041,El Paso County,CO,"El Paso County, CO"
Colorado,Denver,Organic,8031,Denver County,CO,"Denver County, CO"
Colorado,Arapahoe,Organic,8005,Arapahoe County,CO,"Arapahoe County, CO"
Colorado,Jefferson,Organic,8059,Jefferson County,CO,"Jefferson County, CO"
Colorado,Adams,Organic,8001,Adams County,CO,"Adams County, CO"
Colorado,Douglas,Organic,8035,Douglas County,CO,"Douglas County, CO"
Colorado,Larimer,Organic,8069,Larimer County,CO,"Larimer County, CO"
Colorado,Weld,Organic,8123,Weld County,CO,"Weld County, CO"
Colorado,Boulder,Organic,8013,Boulder County,CO,"Boulder County, CO"
Colorado,Pueblo,Organic,8101,Pueblo County,CO,"Pueblo County, CO"
Colorado,Mesa,Organic,8077,Mesa County,CO,"Mesa County, CO"
Colorado,Garfield,Organic,8045,Garfield County,CO,"Garfield County, CO"
Colorado,La Plata,Organic,8067,La Plata County,CO,"La Plata County, CO"
Colorado,Eagle,Organic,8037,Eagle County,CO,"Eagle County, CO"
Colorado,Fremont,Organic,8043,Fremont County,CO,"Fremont County, CO"
Colorado,Montrose,Organic,8085,Montrose County,CO,"Montrose County, CO"
Colorado,Delta,Organic,8029,Delta County,CO,"Delta County, CO"
Colorado,Morgan,Organic,8087,Morgan County,CO,"Morgan County, CO"
Colorado,Elbert,Organic,8039,Elbert County,CO,"Elbert County, CO"
Colorado,Montezuma,Organic,8083,Montezuma County,CO,"Montezuma County, CO"
Colorado,Routt,Organic,8107,Routt County,CO,"Routt County, CO"
Colorado,Teller,Organic,8119,Teller County,CO,"Teller County, CO"
Colorado,Logan,Organic,8075,Logan County,CO,"Logan County, CO"
Colorado,Chaffee,Organic,8015,Chaffee County,CO,"Chaffee County, CO"
Colorado,Otero,Organic,8089,Otero County,CO,"Otero County, CO"
Colorado,Park,Organic,8093,Park County,CO,"Park County, CO"
Colorado,Pitkin,Organic,8097,Pitkin County,CO,"Pitkin County, CO"
Colorado,Gunnison,Organic,8051,Gunnison County,CO,"Gunnison County, CO"
Colorado,Alamosa,Organic,8003,Alamosa County,CO,"Alamosa County, CO"
Colorado,Grand,Organic,8049,Grand County,CO,"Grand County, CO"
Colorado,Las Animas,Organic,8071,Las Animas County,CO,"Las Animas County, CO"
Colorado,Archuleta,Organic,8007,Archuleta County,CO,"Archuleta County, CO"
Colorado,Moffat,Organic,8081,Moffat County,CO,"Moffat County, CO"
Colorado,Rio Grande,Organic,8105,Rio Grande County,CO,"Rio Grande County, CO"
Colorado,San Miguel,Organic,8113,San Miguel County,CO,"San Miguel County, CO"
Colorado,Conejos,Organic,8021,Conejos County,CO,"Conejos County, CO"
Colorado,Kit Carson,Organic,8063,Kit Carson County,CO,"Kit Carson County, CO"
Colorado,Huerfano,Organic,8055,Huerfano County,CO,"Huerfano County, CO"
Colorado,Saguache,Organic,8109,Saguache County,CO,"Saguache County, CO"
Colorado,Crowley,Organic,8025,Crowley County,CO,"Crowley County, CO"
Colorado,Ouray,Organic,8091,Ouray County,CO,"Ouray County, CO"
Colorado,Custer,Organic,8027,Custer County,CO,"Custer County, CO"
Colorado,Costilla,Organic,8023,Costilla County,CO,"Costilla County, CO"
Colorado,Dolores,Organic,8033,Dolores County,CO,"Dolores County, CO"
Connecticut,#N/A,Organic,9110,Capitol Planning Region,CT,"Capitol Planning Region, CT"
Connecticut,#N/A,Organic,9190,Western Connecticut Planning Region,CT,"Western Connecticut Planning Region, CT"
Connecticut,#N/A,Organic,9170,South Central Connecticut Planning Region,CT,"South Central Connecticut Planning Region, CT"
Connecticut,#N/A,Organic,9180,Southeastern Connecticut Planning Region,CT,"Southeastern Connecticut Planning Region, CT"
Connecticut,#N/A,Organic,9130,Lower Connecticut River Valley Planning Region,CT,"Lower Connecticut River Valley Planning Region, CT"
Connecticut,#N/A,Organic,9160,Northwest Hills Planning Region,CT,"Northwest Hills Planning Region, CT"
Connecticut,#N/A,Organic,9150,Northeastern Connecticut Planning Region,CT,"Northeastern Connecticut Planning Region, CT"
Florida,Broward,Organic,12011,Broward County,FL,"Broward County, FL"
Florida,Palm Beach,Organic,12099,Palm Beach County,FL,"Palm Beach County, FL"
Florida,Hillsborough,Organic,12057,Hillsborough County,FL,"Hillsborough County, FL"
Florida,Orange,Organic,12095,Orange County,FL,"Orange County, FL"
Florida,Duval,Organic,12031,Duval County,FL,"Duval County, FL"
Florida,Pinellas,Organic,12103,Pinellas County,FL,"Pinellas County, FL"
Florida,Lee,Organic,12071,Lee County,FL,"Lee County, FL"
Florida,Polk,Organic,12105,Polk County,FL,"Polk County, FL"
Florida,Brevard,Organic,12009,Brevard County,FL,"Brevard County, FL"
Florida,Pasco,Organic,12101,Pasco County,FL,"Pasco County, FL"
Florida,Volusia,Organic,12127,Volusia County,FL,"Volusia County, FL"
Florida,Seminole,Organic,12117,Seminole County,FL,"Seminole County, FL"
Florida,Sarasota,Organic,12115,Sarasota County,FL,"Sarasota County, FL"
Florida,Manatee,Organic,12081,Manatee County,FL,"Manatee County, FL"
Florida,Osceola,Organic,12097,Osceola County,FL,"Osceola County, FL"
Florida,Lake,Organic,12069,Lake County,FL,"Lake County, FL"
Florida,Collier,Organic,12021,Collier County,FL,"Collier County, FL"
Florida,Marion,Organic,12083,Marion County,FL,"Marion County, FL"
Florida,Escambia,Organic,12033,Escambia County,FL,"Escambia County, FL"
Florida,Leon,Organic,12073,Leon County,FL,"Leon County, FL"
Florida,Alachua,Organic,12001,Alachua County,FL,"Alachua County, FL"
Florida,Clay,Organic,12019,Clay County,FL,"Clay County, FL"
Florida,Okaloosa,Organic,12091,Okaloosa County,FL,"Okaloosa County, FL"
Florida,Hernando,Organic,12053,Hernando County,FL,"Hernando County, FL"
Florida,Charlotte,Organic,12015,Charlotte County,FL,"Charlotte County, FL"
Florida,Santa Rosa,Organic,12113,Santa Rosa County,FL,"Santa Rosa County, FL"
Florida,Bay,Organic,12005,Bay County,FL,"Bay County, FL"
Florida,Indian River,Organic,12061,Indian River County,FL,"Indian River County, FL"
Florida,Martin,Organic,12085,Martin County,FL,"Martin County, FL"
Florida,Citrus,Organic,12017,Citrus County,FL,"Citrus County, FL"
Florida,Sumter,Organic,12119,Sumter County,FL,"Sumter County, FL"
Florida,Flagler,Organic,12035,Flagler County,FL,"Flagler County, FL"
Florida,Highlands,Organic,12055,Highlands County,FL,"Highlands County, FL"
Florida,Nassau,Organic,12089,Nassau County,FL,"Nassau County, FL"
Florida,Walton,Organic,12131,Walton County,FL,"Walton County, FL"
Florida,Putnam,Organic,12107,Putnam County,FL,"Putnam County, FL"
Florida,Columbia,Organic,12023,Columbia County,FL,"Columbia County, FL"
Florida,Jackson,Organic,12063,Jackson County,FL,"Jackson County, FL"
Florida,Suwannee,Organic,12121,Suwannee County,FL,"Suwannee County, FL"
Florida,Gadsden,Organic,12039,Gadsden County,FL,"Gadsden County, FL"
Florida,Levy,Organic,12075,Levy County,FL,"Levy County, FL"
Florida,Hendry,Organic,12051,Hendry County,FL,"Hendry County, FL"
Florida,DeSoto,Organic,12027,DeSoto County,FL,"DeSoto County, FL"
Florida,Wakulla,Organic,12129,Wakulla County,FL,"Wakulla County, FL"
Florida,Bradford,Organic,12007,Bradford County,FL,"Bradford County, FL"
Florida,Hardee,Organic,12049,Hardee County,FL,"Hardee County, FL"
Florida,Washington,Organic,12133,Washington County,FL,"Washington County, FL"
Florida,Taylor,Organic,12123,Taylor County,FL,"Taylor County, FL"
Florida,Holmes,Organic,12059,Holmes County,FL,"Holmes County, FL"
Florida,Gilchrist,Organic,12041,Gilchrist County,FL,"Gilchrist County, FL"
Florida,Madison,Organic,12079,Madison County,FL,"Madison County, FL"
Florida,Dixie,Organic,12029,Dixie County,FL,"Dixie County, FL"
Florida,Union,Organic,12125,Union County,FL,"Union County, FL"
Florida,Gulf,Organic,12045,Gulf County,FL,"Gulf County, FL"
Florida,Jefferson,Organic,12065,Jefferson County,FL,"Jefferson County, FL"
Florida,Calhoun,Organic,12013,Calhoun County,FL,"Calhoun County, FL"
Florida,Hamilton,Organic,12047,Hamilton County,FL,"Hamilton County, FL"
Florida,Glades,Organic,12043,Glades County,FL,"Glades County, FL"
Florida,Liberty,Organic,12077,Liberty County,FL,"Liberty County, FL"
Idaho,Ada,Organic,16001,Ada County,ID,"Ada County, ID"
Idaho,Canyon,Organic,16027,Canyon County,ID,"Canyon County, ID"
Idaho,Kootenai,Organic,16055,Kootenai County,ID,"Kootenai County, ID"
Idaho,Bonneville,Organic,16019,Bonneville County,ID,"Bonneville County, ID"
Idaho,Twin Falls,Organic,16083,Twin Falls County,ID,"Twin Falls County, ID"
Idaho,Bannock,Organic,16005,Bannock County,ID,"Bannock County, ID"
Idaho,Madison,Organic,16065,Madison County,ID,"Madison County, ID"
Idaho,Bingham,Organic,16011,Bingham County,ID,"Bingham County, ID"
Idaho,Bonner,Organic,16017,Bonner County,ID,"Bonner County, ID"
Idaho,Nez Perce,Organic,16069,Nez Perce County,ID,"Nez Perce County, ID"
Idaho,Latah,Organic,16057,Latah County,ID,"Latah County, ID"
Idaho,Jefferson,Organic,16051,Jefferson County,ID,"Jefferson County, ID"
Idaho,Elmore,Organic,16039,Elmore County,ID,"Elmore County, ID"
Idaho,Payette,Organic,16075,Payette County,ID,"Payette County, ID"
Idaho,Cassia,Organic,16031,Cassia County,ID,"Cassia County, ID"
Idaho,Jerome,Organic,16053,Jerome County,ID,"Jerome County, ID"
Idaho,Blaine,Organic,16013,Blaine County,ID,"Blaine County, ID"
Idaho,Minidoka,Organic,16067,Minidoka County,ID,"Minidoka County, ID"
Idaho,Gem,Organic,16045,Gem County,ID,"Gem County, ID"
Idaho,Idaho,Organic,16049,Idaho County,ID,"Idaho County, ID"
Idaho,Gooding,Organic,16047,Gooding County,ID,"Gooding County, ID"
Idaho,Franklin,Organic,16041,Franklin County,ID,"Franklin County, ID"
